loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies
10000,36 months,6.99,308.73,A,A3,Technical Writer,< 1 year,MORTGAGE,70000,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,21.79,May-1987,14,1,5605,25.9,23,w,Individual,4,1
20000,60 months,9.8,422.98,B,B3,Pipefitter,5 years,MORTGAGE,52000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.75,Nov-2004,15,0,20576,33,28,w,Individual,2,0
35000,36 months,10.78,1142.22,B,B4,Sales Engineer,10+ years,MORTGAGE,110000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,25.38,Oct-1990,12,0,48591,88.2,20,w,Individual,2,0
20000,36 months,12.88,672.73,C,C2,Administrator,10+ years,RENT,93534,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.95,Aug-1995,6,0,5341,26.1,20,w,Individual,0,0
14000,60 months,20.5,374.83,E,E4,Paralegal,8 years,MORTGAGE,45000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,24.8,Oct-1999,12,0,16654,78.9,20,w,Individual,0,0
20000,36 months,6.49,612.89,A,A2,Manager,2 years,MORTGAGE,95000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.63,Jul-2004,9,0,11020,35.5,18,w,Individual,3,0
12250,36 months,14.85,423.76,C,C5,RDA,4 years,RENT,26679.38,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,34.1,Dec-2010,14,0,10914,41.3,17,w,Individual,0,0
15000,36 months,5.32,451.73,A,A1,Sales,8 years,MORTGAGE,90000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,16.91,Nov-1985,20,0,22631,30.3,37,w,Individual,1,0
10000,36 months,5.32,301.15,A,A1,faculty,10+ years,RENT,80000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,5.27,Sep-2001,6,0,19012,47.2,9,w,Individual,1,0
3600,36 months,10.78,117.49,B,B4,Financial Advisor,7 years,MORTGAGE,39000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,9.48,Jun-1987,4,0,18838,33.6,8,w,Individual,3,0
5000,36 months,11.99,166.05,C,C1,Cpar,10+ years,MORTGAGE,68500,Source Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,16.36,Nov-2000,20,0,22065,61.8,35,w,Individual,4,0
35000,60 months,11.99,778.38,C,C1,Systems Administrator,10+ years,MORTGAGE,80000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,26.84,Feb-1985,12,0,33364,32.5,21,w,Individual,2,0
13000,36 months,12.88,437.28,C,C2,Administrative Assistant III,10+ years,MORTGAGE,38000,Source Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,25.89,Apr-1998,13,1,10410,49.3,35,w,Individual,3,1
4000,36 months,16.59,141.8,D,D2,Information Technology Specialist,5 years,OWN,35000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,11.45,Sep-2002,8,2,3618,55.7,12,w,Individual,1,0
22450,60 months,18.99,582.25,E,E1,SERGEANT FIRT CLASS,10+ years,MORTGAGE,74000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,33.18,Mar-1998,10,0,37064,80.6,21,w,Individual,4,0
4800,36 months,11.99,159.41,C,C1,graphic designer,1 year,RENT,45000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,10.29,Aug-2004,11,0,6174,78.2,31,w,Individual,0,0
21275,36 months,14.85,735.95,C,C5,Driver Manager,4 years,MORTGAGE,56035,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,32.79,Feb-2000,12,0,17826,65.1,17,w,Individual,0,0
15000,36 months,5.32,451.73,A,A1,RN Quality Coordinator,10+ years,RENT,100000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,15.76,Nov-1995,24,0,13605,19.6,47,w,Individual,0,0
12000,36 months,12.88,403.64,C,C2,IT Manager,4 years,MORTGAGE,110000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,9.44,Nov-1996,9,0,6112,21.9,15,w,Individual,0,0
34125,60 months,17.27,853.06,D,D3,Pharmacist,10+ years,MORTGAGE,132000,Verified,Dec-2015,Current,home_improvement,Home improvement,28.86,Feb-2002,14,0,5462,25.9,47,f,Individual,0,0
9650,36 months,12.88,324.59,C,C2,Human Resource Specialist,< 1 year,RENT,55500,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.18,Aug-2000,19,1,9419,61.2,29,w,Individual,1,1
24000,36 months,9.8,772.17,B,B3,Manager,10+ years,MORTGAGE,100000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.46,Nov-1996,14,0,12057,65.9,35,w,Individual,2,0
35000,36 months,10.78,1142.22,B,B4,Supervision and Risk Coordinator,10+ years,MORTGAGE,134000,Verified,Dec-2015,Fully Paid,debt_consolidation,,23.09,Oct-1983,10,0,37482,88.6,15,w,Individual,5,0
25000,36 months,5.32,752.87,A,A1,Excavting business,10+ years,MORTGAGE,125000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,6.66,Apr-1991,11,0,34415,60.7,17,w,Individual,2,0
9100,36 months,7.91,284.79,A,A5,Maintenance Technician,10+ years,MORTGAGE,40000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.57,Aug-2000,11,0,8133,22.3,15,w,Individual,1,0
25000,60 months,14.85,592.79,C,C5,Underwriter,2 years,MORTGAGE,118450,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,25.97,Nov-1991,12,0,50627,87.1,23,w,Individual,2,0
18000,36 months,7.49,559.83,A,A4,Recovery Coordinator,6 years,OWN,60000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,35,Oct-2003,22,0,18792,47,43,w,Individual,0,0
10800,36 months,11.48,356.04,B,B5,Lead Programmer Analyst,10+ years,OWN,123000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,23.62,Nov-1994,13,0,70397,79.4,23,w,Individual,1,0
9600,36 months,9.17,306.04,B,B2,Director,2 years,MORTGAGE,150000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,5.54,Apr-2003,6,1,7493,55.5,26,w,Individual,5,0
3600,36 months,11.48,118.68,B,B5,Environmental Technician,3 years,MORTGAGE,55000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.1,May-2005,16,1,3279,58.6,27,w,Individual,1,1
12000,60 months,12.88,272.31,C,C2,Police Officer,10+ years,OWN,100000,Not Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,12.31,May-2002,12,0,11078,49.6,20,w,Individual,1,0
35000,60 months,11.99,778.38,C,C1,Controller,6 years,MORTGAGE,88000,Source Verified,Dec-2015,Current,credit_card,Credit card refinancing,13.3,Aug-1983,6,0,41349,64,19,w,Individual,3,0
12000,36 months,6.49,367.74,A,A2,Patrolman,10+ years,MORTGAGE,65000,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,19.24,May-2002,4,0,7626,46.5,20,w,Individual,2,0
18000,36 months,6.99,555.71,A,A3,Manager Client Relations,8 years,MORTGAGE,89000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,13.88,Jan-1988,8,0,20555,70.2,21,w,Individual,4,0
22925,60 months,16.59,564.71,D,D2,Controller,< 1 year,RENT,51000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,31.04,Nov-1994,16,0,21147,65.3,23,w,Individual,0,0
8000,36 months,6.49,245.16,A,A2,Health Coverage Coordinator,3 years,RENT,120000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,4.91,Jul-1984,5,0,9233,15.5,20,w,Individual,0,0
7000,36 months,8.49,220.95,B,B1,Doctor,3 years,MORTGAGE,100000,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,29.75,Sep-1994,18,0,63792,90.5,28,f,Individual,1,0
4500,36 months,9.8,144.79,B,B3,Transportation Security Officer,5 years,MORTGAGE,39600,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,22.82,Jul-2006,9,0,9374,77.5,11,w,Individual,1,0
11500,36 months,19.48,424.35,E,E2,,,RENT,33888,Verified,Dec-2015,Fully Paid,other,Other,39.16,May-1999,6,1,10585,59.1,23,w,Individual,0,1
18725,60 months,17.97,475.19,D,D4,Legal Administrative Assistant,10+ years,MORTGAGE,50000,Not Verified,Dec-2015,Current,home_improvement,Home improvement,25.83,Sep-1975,6,0,12830,77.8,12,w,Individual,3,0
19500,60 months,19.89,515.44,E,E3,General Manager,10+ years,MORTGAGE,85000,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,25.4,Dec-2004,11,0,10936,73.9,16,w,Individual,2,0
5000,36 months,9.17,159.4,B,B2,Teacher,4 years,MORTGAGE,52000,Not Verified,Dec-2015,Fully Paid,other,Other,24.79,Sep-2004,9,0,10502,28.1,13,w,Individual,1,0
5000,36 months,8.49,157.82,B,B1,"Manager, Consulting",2 years,MORTGAGE,141934,Not Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,25.58,Feb-1995,23,1,32677,53.9,49,w,Individual,2,0
2800,36 months,17.27,100.21,D,D3,IT,7 years,RENT,114400,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,6.34,Sep-2006,7,0,0,0,22,w,Individual,0,0
14150,60 months,13.44,325.16,C,C3,,,OWN,28321,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,13.56,May-1992,4,0,17760,81.1,17,w,Individual,1,0
12000,36 months,9.8,386.09,B,B3,Consultant,8 years,RENT,75000,Source Verified,Dec-2015,Fully Paid,small_business,Business,14.11,Sep-2001,8,0,12020,49.7,17,w,Individual,0,0
16075,36 months,12.88,540.71,C,C2,truck driver,3 years,OWN,66666,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.29,Oct-2004,12,0,8881,56.2,19,w,Individual,0,0
21000,36 months,9.17,669.46,B,B2,Flight Paramedic,4 years,MORTGAGE,85000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,14.65,Jul-1999,12,0,28624,83.7,28,w,Individual,6,0
20000,36 months,5.32,602.3,A,A1,RN / CDI Specialist,10+ years,MORTGAGE,71665,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.31,Apr-1976,11,0,19997,56,16,w,Individual,2,0
19200,60 months,9.17,400.15,B,B2,Purchasing director,10+ years,MORTGAGE,132000,Not Verified,Dec-2015,Current,home_improvement,Home improvement,20.33,Jan-2006,8,0,19824,74.8,17,w,Individual,1,0
28000,60 months,8.49,574.33,B,B1,Associate Product Manager,5 years,MORTGAGE,95000,Source Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,19.6,Dec-2003,24,0,30169,31.8,62,w,Individual,2,0
15000,36 months,9.8,482.61,B,B3,Senior Research & Development Tech.,2 years,RENT,89000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,19.5,Oct-1996,11,0,6273,26.4,24,w,Individual,1,0
15000,36 months,17.27,536.81,D,D3,Case Manager GS13,7 years,RENT,101000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,39.87,Jan-1989,16,1,23901,71.3,36,f,Individual,2,1
35000,60 months,19.48,917.19,E,E2,Internet manager,2 years,RENT,84000,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,14.93,Mar-1990,7,0,17671,37.6,17,w,Individual,3,0
24000,36 months,13.99,820.15,C,C4,Sr Field Project Coordinator,10+ years,MORTGAGE,120000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,8.91,May-2009,10,0,16349,40,10,w,Individual,2,0
35000,36 months,15.77,1226.53,D,D1,National Accounts Director,4 years,MORTGAGE,120000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,13.34,Aug-2003,12,0,31184,73,26,w,Individual,5,0
17125,60 months,27.99,533.1,G,G3,Paralegal,4 years,RENT,45000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.44,Apr-2008,30,1,14276,40.6,42,w,Individual,0,1
30000,60 months,13.99,697.9,C,C4,System Administrator,9 years,MORTGAGE,70000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,19.9,Sep-2004,7,0,15676,54.8,38,w,Individual,4,0
8000,36 months,10.78,261.08,B,B4,Teacher,2 years,MORTGAGE,43500,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,11.98,Jan-2006,15,0,16344,43,24,w,Individual,1,0
5000,36 months,9.17,159.4,B,B2,Claims Manager,3 years,MORTGAGE,113000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,26.45,Aug-1999,12,0,45576,72.2,21,f,Individual,1,0
9100,36 months,9.17,290.1,B,B2,Showroom Manager,5 years,MORTGAGE,70000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,25.6,Apr-1996,8,0,37505,93.3,23,w,Individual,3,0
1800,36 months,7.49,55.99,A,A4,Registra,10+ years,MORTGAGE,50000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,8.28,Dec-2001,6,0,12327,63.2,12,w,Individual,1,0
4850,36 months,7.49,150.85,A,A4,Contract Associate,< 1 year,MORTGAGE,56000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,6.15,Jun-1997,13,0,4865,13.3,28,w,Individual,5,0
24000,36 months,6.99,740.95,A,A3,Manager,10+ years,MORTGAGE,127000,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,12.07,Aug-1987,11,0,21112,38.3,56,w,Individual,6,0
8000,36 months,5.32,240.92,A,A1,dispatcher,10+ years,OWN,31500,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.62,Apr-1975,12,0,4795,15.6,22,w,Individual,0,0
10000,36 months,9.17,318.79,B,B2,Sales,3 years,MORTGAGE,35000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,11.69,Feb-1987,9,2,10705,59.1,32,w,Individual,4,2
30000,60 months,10.78,648.99,B,B4,police officer,10+ years,MORTGAGE,89000,Source Verified,Dec-2015,Current,debt_consolidation,,17.72,Mar-2001,15,0,33300,62.9,36,w,Individual,3,0
9600,36 months,6.49,294.19,A,A2,Regional Sales Manager,4 years,RENT,64567.05,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,10.48,Dec-2000,7,0,8073,44.8,15,w,Individual,0,0
35000,60 months,19.48,917.19,E,E2,Teacher,10+ years,MORTGAGE,100000,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,22.28,Jan-1994,10,0,47020,81.2,14,f,Individual,1,0
20000,60 months,18.99,518.71,E,E1,Office Manager,1 year,OWN,52000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,26.93,Aug-2002,17,0,14786,52.2,43,w,Individual,1,0
10000,36 months,5.32,301.15,A,A1,manager,10+ years,OWN,32500,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,12.15,Apr-1995,6,0,11685,26,14,w,Individual,1,0
6000,36 months,5.32,180.69,A,A1,A/R - A/P Clerk,10+ years,MORTGAGE,80000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,13.5,Dec-1986,20,0,48408,20,39,w,Individual,3,0
22000,36 months,5.32,662.53,A,A1,,,MORTGAGE,110000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,7.21,Jul-1977,7,0,24075,40.9,23,w,Individual,4,0
28000,60 months,11.99,622.71,C,C1,post closing,1 year,MORTGAGE,82000,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,10.57,Dec-2006,15,0,2112,2,29,w,Individual,2,0
5000,36 months,7.91,156.48,A,A5,Commercial Relationship Manager,4 years,RENT,93000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,14.3,Jul-1982,9,0,11220,24.3,30,w,Individual,2,0
12500,60 months,9.17,260.52,B,B2,,,OWN,85000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,9.3,Oct-2004,10,1,12756,29.1,16,w,Individual,0,0
18000,36 months,5.32,542.07,A,A1,Waiver Support Coordinator,10+ years,OWN,76000,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,18.44,Apr-1996,14,0,2139,8.7,29,w,Individual,3,0
10000,36 months,5.32,301.15,A,A1,Software Developer,10+ years,MORTGAGE,80000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,25.73,Jun-1996,16,0,37657,47.5,39,w,Individual,4,0
11200,36 months,11.99,371.95,C,C1,Assembly Worker,< 1 year,RENT,37000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,7.78,Oct-1994,11,0,16425,49.3,13,w,Individual,0,0
2150,36 months,17.27,76.95,D,D3,Nursing Assistant,3 years,OWN,18300,Verified,Dec-2015,Charged Off,medical,Medical expenses,11.74,Sep-2009,11,0,512,13.1,19,w,Individual,0,0
9000,36 months,12.88,302.73,C,C2,System architect,10+ years,RENT,110000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.29,Dec-2002,16,1,11701,34.6,42,w,Individual,8,1
12500,36 months,7.49,388.78,A,A4,engineer,10+ years,MORTGAGE,99500,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.18,Feb-1992,6,0,4739,83.1,12,w,Individual,1,0
6000,36 months,5.32,180.69,A,A1,Human Resources,< 1 year,MORTGAGE,52000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,15.82,Feb-2003,13,0,14849,28.7,20,w,Individual,1,0
20000,36 months,14.85,691.84,C,C5,Manager,6 years,RENT,60000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,26.02,Aug-1998,18,0,3961,19.5,18,w,Individual,0,0
21000,60 months,16.59,517.29,D,D2,Consultant,10+ years,RENT,90000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,12.09,Feb-1998,9,0,1392,16.2,29,w,Individual,0,0
35000,60 months,11.99,778.38,C,C1,Senior Manager,< 1 year,MORTGAGE,148000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,13.33,Nov-1985,11,0,43397,54,26,w,Individual,5,0
30000,60 months,16.59,738.98,D,D2,Driver,10+ years,MORTGAGE,94000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,33.15,Sep-1998,14,0,37424,70.7,42,w,Individual,5,0
6000,36 months,8.49,189.38,B,B1,Phlebotomist,3 years,RENT,36000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,23.84,Feb-2004,15,0,6582,36.6,28,w,Individual,0,0
28000,36 months,7.91,876.26,A,A5,Network Engineer,10+ years,MORTGAGE,111000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.76,Dec-1988,9,0,24758,88.1,21,w,Individual,3,0
6000,36 months,11.99,199.26,C,C1,Health therapist,10+ years,RENT,51000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,25.04,Feb-2001,12,1,7346,32.8,39,w,Individual,0,1
15000,60 months,13.44,344.69,C,C3,Registered Nurse,10+ years,RENT,120000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,28.77,Sep-1987,32,0,55438,69.3,41,f,Individual,0,0
14000,60 months,9.17,291.78,B,B2,Sr. Network Engineer,2 years,RENT,105000,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,9.11,Jan-2004,12,0,12991,63.4,21,w,Individual,0,0
15000,60 months,11.99,333.6,C,C1,Senior Paralegal,10+ years,MORTGAGE,103000,Verified,Dec-2015,Charged Off,home_improvement,Home improvement,32.33,Nov-1994,16,0,45796,77,21,w,Individual,1,0
30800,60 months,17.97,781.62,D,D4,Director of Appeals,10+ years,MORTGAGE,111000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,33.98,Jan-1986,7,0,61770,80.6,18,w,Individual,1,0
12000,36 months,10.78,391.62,B,B4,Operation NCO,10+ years,RENT,86308,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,19.13,Jan-2003,9,0,8208,36.2,15,w,Individual,0,0
2000,36 months,12.88,67.28,C,C2,Economist,6 years,RENT,86564,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,27.73,Sep-2003,25,0,19821,89.7,35,w,Individual,0,0
4275,36 months,17.27,153,D,D3,CNc machinist,1 year,MORTGAGE,38500,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,28.55,Jul-1995,10,1,11287,59,16,w,Individual,3,0
6000,36 months,5.32,180.69,A,A1,Quality Inspector,2 years,MORTGAGE,42000,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,16.11,Oct-1996,6,0,15437,42.3,9,w,Individual,0,0
18000,36 months,7.91,563.31,A,A5,Clinical Team Assistan,1 year,RENT,45000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,10.48,Jun-2005,15,0,14691,37.5,22,w,Individual,0,0
25000,36 months,11.99,830.24,C,C1,Data Systems Specialist,10+ years,MORTGAGE,70000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,23.21,Nov-1978,18,0,19951,57.2,46,w,Individual,2,0
6000,36 months,9.8,193.05,B,B3,Keyboard Clerk II,3 years,RENT,41500,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,19.81,Nov-2004,9,0,5513,22.1,27,w,Individual,0,0
9900,36 months,9.17,315.61,B,B2,Farm Manager,10+ years,RENT,57000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,21.71,Mar-2002,13,0,17526,49.5,15,w,Individual,1,0
35000,36 months,7.49,1088.56,A,A4,Maintenance Test Pilot,5 years,MORTGAGE,125000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,21.72,Aug-1993,17,0,48446,45.7,37,w,Individual,4,0
18250,60 months,19.89,482.4,E,E3,Attorney,1 year,OWN,36500,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,27.52,Sep-2003,25,0,12330,45.5,36,w,Individual,2,0
12000,36 months,5.32,361.38,A,A1,,,MORTGAGE,110000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,16.19,Aug-1995,21,0,16265,25,65,w,Individual,5,0
30000,36 months,12.88,1009.09,C,C2,Sr. Portfolio Manager,10+ years,RENT,139000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,21.38,Feb-1990,20,0,27281,80.2,33,w,Individual,5,0
21000,36 months,9.17,669.46,B,B2,Senior business analyst,4 years,RENT,80000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,23.42,Dec-2006,13,0,24345,37.2,19,w,Individual,0,0
1000,36 months,12.88,33.64,C,C2,Teacher,10+ years,RENT,45000,Not Verified,Dec-2015,Fully Paid,other,Other,39.11,Aug-2005,5,0,10177,89.3,19,w,Individual,0,0
3600,36 months,11.99,119.56,C,C1,Pizza chef,10+ years,RENT,55000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,27.93,Feb-2007,15,0,11570,42.1,18,f,Individual,0,0
12000,36 months,11.48,395.6,B,B5,Secretary,3 years,MORTGAGE,47140,Source Verified,Dec-2015,Fully Paid,debt_consolidation,,33.1,May-2004,11,0,35362,56.7,20,w,Individual,1,0
20000,36 months,6.99,617.46,A,A3,HR,1 year,MORTGAGE,100000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,7.1,Apr-2003,8,0,2227,5.8,16,w,Individual,2,0
15000,36 months,5.32,451.73,A,A1,Administrative analyst,< 1 year,RENT,55000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,25.25,Aug-2003,10,0,21754,70.2,22,w,Individual,0,0
30000,60 months,15.77,725.89,D,D1,Digital Marketing Director,3 years,RENT,80000,Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,36.05,Apr-1998,19,0,34221,62,43,w,Individual,2,0
7000,36 months,11.48,230.77,B,B5,Computer Technician,4 years,OWN,41000,Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,19.79,May-2004,10,0,1974,20.4,52,w,Individual,0,0
30000,36 months,14.85,1037.76,C,C5,IT System Analyst,10+ years,MORTGAGE,112000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,19.07,Jan-2001,23,0,26552,47.6,43,w,Individual,1,0
2000,36 months,13.44,67.82,C,C3,Accountant,10+ years,MORTGAGE,43500,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,27.61,Jul-1994,11,0,2118,25.8,40,w,Individual,5,0
13000,36 months,10.78,424.26,B,B4,access service rep,10+ years,MORTGAGE,45000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,26.64,Mar-2001,16,0,7198,24,23,w,Individual,1,0
15000,36 months,7.91,469.43,A,A5,Director of Materials,10+ years,OWN,170000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,7.24,Aug-1987,5,0,28964,77.2,17,w,Individual,5,0
17000,36 months,12.88,571.82,C,C2,UI Designer,9 years,RENT,89000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,21.02,Mar-2006,10,0,13978,78.1,18,f,Individual,0,0
14000,36 months,6.99,432.22,A,A3,Sales Associate,5 years,OWN,65000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.22,Sep-2002,10,0,2363,11.2,32,w,Individual,1,0
10500,60 months,18.49,269.44,D,D5,Dispatcher,8 years,MORTGAGE,47000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,29.55,Feb-2005,10,0,7634,68.8,18,w,Individual,1,0
15000,60 months,13.44,344.69,C,C3,Program Specialist,7 years,OWN,43500,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,24.61,Dec-1995,10,0,7989,57.9,18,w,Individual,1,0
12600,36 months,7.91,394.32,A,A5,Reporter,7 years,RENT,73000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,21.58,Mar-2004,9,0,11234,51,15,w,Individual,0,0
12000,36 months,5.32,361.38,A,A1,Electronics Technician,9 years,MORTGAGE,98000,Not Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,17.73,Sep-1989,20,0,27483,19.8,50,w,Individual,2,0
28000,60 months,15.77,677.49,D,D1,Portfolio Executive,1 year,RENT,118000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,35.91,Nov-1999,12,0,10568,21.5,27,w,Individual,1,0
11750,60 months,28.49,369.33,G,G4,Seamstress,1 year,OWN,28000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,22.16,Jan-2001,11,0,9758,25.1,20,w,Individual,0,0
24000,60 months,9.8,507.58,B,B3,President,2 years,MORTGAGE,105000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,8.32,Jan-1996,13,0,6826,28.2,26,w,Individual,5,0
8300,36 months,7.91,259.75,A,A5,,,RENT,52000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,9.46,May-1999,8,1,7585,35.1,25,w,Individual,2,1
15000,36 months,7.49,466.53,A,A4,Teacher,10+ years,MORTGAGE,67879,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,29.6,Mar-2002,18,0,25249,40.4,51,w,Individual,5,0
